pptyp,dpurp,mode,deptm_hr,trexpfac,travdist,travtime,delay,source
Child Age 0-4,Escort,HOV3+,19,1135.637,1.640038485,12.49455339,0,survey
Child Age 0-4,Escort,HOV3+,21,840.555875,28.91,40.73,0,survey
Child Age 0-4,Escort,Walk,8,1274.477875,0.819340968,16.38681936,0,survey
Child Age 0-4,Escort,Walk,15,1304.539625,0.304898911,6.097978227,0,survey
Child Age 0-4,Escort,Walk,18,546.698875,1.258275576,25.16551152,0,survey
Child Age 0-4,Meal,HOV2,6,223.935875,4.38,13.21,0,survey
Child Age 0-4,Meal,HOV2,7,870.266125,14.46,28.78,0,survey
Child Age 0-4,Meal,HOV2,8,1232.06475,6.211408431,17.16519038,0,survey
Child Age 0-4,Meal,HOV2,9,553.8815,5.17,13.78,0,survey
Child Age 0-4,Meal,HOV2,10,1708.272375,0.406489348,2.862413582,0,survey
Child Age 0-4,Meal,HOV2,11,1234.48325,3.0997757,11.18336052,0,survey
Child Age 0-4,Meal,HOV2,12,840.555875,3.87,11.35,0,survey
Child Age 0-4,Meal,HOV2,13,514.69175,2.811328755,11.88300714,0,survey
Child Age 0-4,Meal,HOV2,14,1825.840625,2.111037793,18.09599174,0,survey
Child Age 0-4,Meal,HOV2,15,85.574625,3.63,16.85,0,survey
Child Age 0-4,Meal,HOV2,16,972.204375,3.782982536,11.97718542,0,survey
Child Age 0-4,Meal,HOV2,17,633.6855,4.721382258,15.38427617,0,survey
Child Age 0-4,Meal,HOV3+,8,713.06375,2.801548106,8.951287851,0,survey
Child Age 0-4,Meal,HOV3+,10,876.785375,20.51,34.26,0,survey
Child Age 0-4,Meal,HOV3+,11,2082.792625,1.79225987,7.848963823,0,survey
Child Age 0-4,Meal,HOV3+,12,1437.823875,0.470069494,2.388775367,0,survey
Child Age 0-4,Meal,HOV3+,14,3444.44575,6.734513178,17.23217039,0,survey
Child Age 0-4,Meal,HOV3+,15,3032.13125,6.0234691,13.39162562,0,survey
Child Age 0-4,Meal,HOV3+,16,265.2165,6.07,21.48,0,survey
Child Age 0-4,Meal,HOV3+,17,1798.312,1.349466959,8.138331995,0,survey
Child Age 0-4,Meal,HOV3+,18,949.427375,7.636307768,21.86821828,0,survey
Child Age 0-4,Meal,HOV3+,19,780.71925,7.010839371,18.73433769,0,survey
Child Age 0-4,Meal,HOV3+,20,429.69,0.819267172,5.258357663,0,survey
Child Age 0-4,Meal,Transit,11,23.162125,3.31,45.50286746,0,survey
Child Age 0-4,Meal,Transit,17,523.109625,3,44.96628808,0,survey
Child Age 0-4,Meal,Walk,6,134.158625,1.722790182,34.45580364,0,survey
Child Age 0-4,Meal,Walk,7,41.656,0.188825758,3.776515152,0,survey
Child Age 0-4,Meal,Walk,12,3882.65775,0.368883683,7.377673664,0,survey
Child Age 0-4,Meal,Walk,14,357.8155,0.840773548,16.81547096,0,survey
Child Age 0-4,Meal,Walk,15,430.030625,1.42627175,28.525435,0,survey
Child Age 0-4,Meal,Walk,17,576.79725,0.056818182,1.136363636,0,survey
Child Age 0-4,None/Home,Bike,16,406.5105,0.556439394,3.338636364,0,survey
Child Age 0-4,None/Home,Bike,17,547.958625,1.544543894,10.29695929,0,survey
Child Age 0-4,None/Home,HOV2,7,411.4765,4.521290192,16.39804064,0,survey
Child Age 0-4,None/Home,HOV2,8,6612.78625,4.002147136,11.05078776,0,survey
Child Age 0-4,None/Home,HOV2,9,7782.256625,3.619583528,12.01202854,0,survey
Child Age 0-4,None/Home,HOV2,10,8156.85475,4.198974503,12.11514577,0,survey
Child Age 0-4,None/Home,HOV2,11,11937.14025,5.921148545,15.8162191,0,survey
Child Age 0-4,None/Home,HOV2,12,13824.2625,4.229764563,12.25335868,0,survey
Child Age 0-4,None/Home,HOV2,13,6288.59525,5.134845289,13.03057045,0,survey
Child Age 0-4,None/Home,HOV2,14,7921.259125,2.793522714,9.829149215,0,survey
Child Age 0-4,None/Home,HOV2,15,6658.374625,5.674907578,16.27372694,0,survey
Child Age 0-4,None/Home,HOV2,16,12322.71225,6.36876627,18.04432807,0,survey
Child Age 0-4,None/Home,HOV2,17,10430.308,6.523427387,18.41732249,0,survey
Child Age 0-4,None/Home,HOV2,18,7058.547625,3.067438425,9.647778599,0,survey
Child Age 0-4,None/Home,HOV2,19,4807.7895,5.96284105,13.81872179,0,survey
Child Age 0-4,None/Home,HOV2,20,610.829,6.433748195,18.87350754,0,survey
Child Age 0-4,None/Home,HOV2,21,33.981625,11,27.04,0,survey
Child Age 0-4,None/Home,HOV2,22,459.095,18.08,29.45,0,survey
Child Age 0-4,None/Home,HOV2,23,292.78975,6.04,16.16,0,survey
Child Age 0-4,None/Home,HOV3+,4,918.411125,3.64,10.92,0,survey
Child Age 0-4,None/Home,HOV3+,5,470.638625,2.626133081,9.053248252,0,survey
Child Age 0-4,None/Home,HOV3+,7,458.350625,2.095465404,8.443492952,0,survey
Child Age 0-4,None/Home,HOV3+,8,5764.440625,6.00855065,16.16568116,0,survey
Child Age 0-4,None/Home,HOV3+,9,1105.952125,3.821380772,8.19753406,0,survey
Child Age 0-4,None/Home,HOV3+,10,4653.69525,10.13536917,18.63622883,0,survey
Child Age 0-4,None/Home,HOV3+,11,19695.292,3.995310892,11.32612189,0,survey
Child Age 0-4,None/Home,HOV3+,12,15405.47825,3.203911253,9.41339241,0,survey
Child Age 0-4,None/Home,HOV3+,13,16266.26663,11.23229762,20.4116255,0,survey
Child Age 0-4,None/Home,HOV3+,14,11793.31138,4.967806449,12.81612457,0,survey
Child Age 0-4,None/Home,HOV3+,15,29144.7695,6.80241714,15.92961901,0,survey
Child Age 0-4,None/Home,HOV3+,16,27459.22925,6.636452067,16.15124545,0,survey
Child Age 0-4,None/Home,HOV3+,17,21184.49925,4.391952159,12.44469744,0,survey
Child Age 0-4,None/Home,HOV3+,18,17438.82263,4.401036352,12.97614616,0,survey
Child Age 0-4,None/Home,HOV3+,19,16412.586,8.787274161,17.88770233,0,survey
Child Age 0-4,None/Home,HOV3+,20,11677.7965,4.808031483,13.91040757,0,survey
Child Age 0-4,None/Home,HOV3+,21,429.69,0.819267172,5.066080674,0,survey
Child Age 0-4,None/Home,HOV3+,22,1013.508875,18.65694483,26.92579606,0,survey
Child Age 0-4,None/Home,Other,23,2855.1705,2.205990859,10.65298371,0,survey
Child Age 0-4,None/Home,Transit,11,222.24875,0.918259715,28.70757944,0,survey
Child Age 0-4,None/Home,Transit,12,264.563875,0.84,16.06845832,0,survey
Child Age 0-4,None/Home,Transit,13,110.761375,2.49,33.26210588,0,survey
Child Age 0-4,None/Home,Transit,14,142.2375,2.430313947,19.48251836,0,survey
Child Age 0-4,None/Home,Transit,18,523.109625,3.78,38.43501135,0,survey
Child Age 0-4,None/Home,Walk,6,134.158625,1.722790182,34.45580364,0,survey
Child Age 0-4,None/Home,Walk,7,41.656,0.188825758,3.776515152,0,survey
Child Age 0-4,None/Home,Walk,8,1353.31175,0.658230206,13.16460412,0,survey
Child Age 0-4,None/Home,Walk,9,1877.834875,1.239497044,24.78994088,0,survey
Child Age 0-4,None/Home,Walk,10,3782.743625,2.371550775,47.43101551,0,survey
Child Age 0-4,None/Home,Walk,11,5136.284375,0.614376981,12.28753961,0,survey
Child Age 0-4,None/Home,Walk,12,4830.0435,1.163633616,23.27267232,0,survey
Child Age 0-4,None/Home,Walk,13,3180.115375,1.035661009,20.71322018,0,survey
Child Age 0-4,None/Home,Walk,14,84.392125,0.627461364,12.54922727,0,survey
Child Age 0-4,None/Home,Walk,15,6242.26575,1.011665405,20.23330809,0,survey
Child Age 0-4,None/Home,Walk,16,2069.287625,1.0447255,20.89451001,0,survey
Child Age 0-4,None/Home,Walk,17,5976.6935,1.138906803,22.77813607,0,survey
Child Age 0-4,None/Home,Walk,18,7698.19625,0.483944009,9.678880172,0,survey
Child Age 0-4,None/Home,Walk,19,5828.209125,1.166777616,23.33555231,0,survey
Child Age 0-4,None/Home,Walk,20,1240.792,0.253276365,5.065527298,0,survey
Child Age 0-4,None/Home,Walk,22,636.146375,3.347,66.94,0,survey
Child Age 0-4,Personal Business,HOV2,6,102.873875,0.508961616,4.490017545,0,survey
Child Age 0-4,Personal Business,HOV2,7,879.3685,17.55113328,25.47991406,0,survey
Child Age 0-4,Personal Business,HOV2,8,2724.00525,3.678113193,10.36955787,0,survey
Child Age 0-4,Personal Business,HOV2,9,6725.9125,6.275599356,17.51947705,0,survey
Child Age 0-4,Personal Business,HOV2,10,2687.409625,3.337891274,8.98770803,0,survey
Child Age 0-4,Personal Business,HOV2,11,9090.13175,3.601679279,11.36271391,0,survey
Child Age 0-4,Personal Business,HOV2,12,2336.0275,2.547129551,8.866216692,0,survey
Child Age 0-4,Personal Business,HOV2,13,1652.907375,5.424047566,14.33041962,0,survey
Child Age 0-4,Personal Business,HOV2,14,9712.45,6.441675976,17.21142314,0,survey
Child Age 0-4,Personal Business,HOV2,15,6079.4245,3.946667117,12.07777253,0,survey
Child Age 0-4,Personal Business,HOV2,16,2635.0945,1.883223384,9.96743775,0,survey
Child Age 0-4,Personal Business,HOV2,17,1360.43275,2.845910435,8.586049705,0,survey
Child Age 0-4,Personal Business,HOV2,18,33.981625,10.34,31.25,0,survey
Child Age 0-4,Personal Business,HOV2,19,353.943,0.14755,2.338443939,0,survey
Child Age 0-4,Personal Business,HOV3+,6,1738.127,7.117293149,15.94092632,0,survey
Child Age 0-4,Personal Business,HOV3+,7,9971.187125,6.685225967,15.1877233,0,survey
Child Age 0-4,Personal Business,HOV3+,8,11745.81475,3.365608093,9.708932136,0,survey
Child Age 0-4,Personal Business,HOV3+,9,9222.5215,6.298456083,14.65884667,0,survey
Child Age 0-4,Personal Business,HOV3+,10,2940.272125,4.004793263,9.931453191,0,survey
Child Age 0-4,Personal Business,HOV3+,11,16756.20625,3.177385397,8.336520531,0,survey
Child Age 0-4,Personal Business,HOV3+,12,5305.352,4.171474492,12.4232181,0,survey
Child Age 0-4,Personal Business,HOV3+,13,2426.822,4.299985073,13.36292159,0,survey
Child Age 0-4,Personal Business,HOV3+,14,6506.525,7.316674044,15.33656027,0,survey
Child Age 0-4,Personal Business,HOV3+,15,9864.377625,2.910222885,9.760781724,0,survey
Child Age 0-4,Personal Business,HOV3+,16,4230.62875,2.815223974,9.758758555,0,survey
Child Age 0-4,Personal Business,HOV3+,17,2646.545125,3.225074046,12.45043547,0,survey
Child Age 0-4,Personal Business,HOV3+,18,4330.665125,13.71157654,25.21523453,0,survey
Child Age 0-4,Personal Business,HOV3+,19,2185.76325,50.73294217,61.48336364,0,survey
Child Age 0-4,Personal Business,Transit,9,80.49775,1.33,12.53770074,0,survey
Child Age 0-4,Personal Business,Transit,15,523.109625,4.91,40.95344344,0,survey
Child Age 0-4,Personal Business,Walk,8,1250.53475,5.25571546,105.1143092,0,survey
Child Age 0-4,Personal Business,Walk,9,1602.80825,1.573664355,31.47328711,0,survey
Child Age 0-4,Personal Business,Walk,10,601.300875,2.531168474,50.72755061,0,survey
Child Age 0-4,Personal Business,Walk,11,1290.676375,0.490050355,9.801007094,0,survey
Child Age 0-4,Personal Business,Walk,12,700.564625,1.136400474,22.72800948,0,survey
Child Age 0-4,Personal Business,Walk,13,3017.257,0.170879469,3.417589386,0,survey
Child Age 0-4,Personal Business,Walk,14,523.109625,1.892035674,37.84071348,0,survey
Child Age 0-4,Personal Business,Walk,15,1448.214375,2.44367165,48.87343301,0,survey
Child Age 0-4,Personal Business,Walk,16,383.95225,0.993121547,19.86243094,0,survey
Child Age 0-4,Personal Business,Walk,18,666.0305,0.297537879,5.950757576,0,survey
Child Age 0-4,Personal Business,Walk,19,751.625875,0.129734848,2.59469697,0,survey
Child Age 0-4,School,Bike,7,643.92275,4.868086676,32.45391118,0,survey
Child Age 0-4,School,HOV2,6,1977.34725,6.553374286,16.64086372,0,survey
Child Age 0-4,School,HOV2,7,4871.41325,4.717875147,14.2893925,0,survey
Child Age 0-4,School,HOV2,8,9137.060125,3.615604089,11.61104364,0,survey
Child Age 0-4,School,HOV2,9,9178.75775,6.808409555,16.08449067,0,survey
Child Age 0-4,School,HOV2,10,369.843375,1.254613297,5.75234459,0,survey
Child Age 0-4,School,HOV2,11,635.8855,11.72270531,28.78261739,0,survey
Child Age 0-4,School,HOV2,12,657.615125,12.9,29.89,0,survey
Child Age 0-4,School,HOV2,14,947.955125,1.868517574,8.238975933,0,survey
Child Age 0-4,School,HOV2,15,385.29425,7.88,19.99,0,survey
Child Age 0-4,School,HOV3+,6,7744.834125,3.354398127,9.4383717,0,survey
Child Age 0-4,School,HOV3+,7,4711.412125,5.545378838,14.43463005,0,survey
Child Age 0-4,School,HOV3+,8,11948.235,3.237537339,10.76387948,0,survey
Child Age 0-4,School,HOV3+,9,5270.808375,5.065089871,13.42485897,0,survey
Child Age 0-4,School,HOV3+,10,60.883625,1.314409722,12.95482222,0,survey
Child Age 0-4,School,Other,23,1191.220125,2.68414514,7.68385427,0,survey
Child Age 0-4,School,Walk,8,1821.669125,0.431293731,8.625874622,0,survey
Child Age 0-4,School,Walk,9,1903.218,0.442903236,8.858064718,0,survey
Child Age 0-4,Shop,Bike,16,547.958625,3.9615,26.41,0,survey
Child Age 0-4,Shop,HOV2,7,392.16125,3.66,13.31,0,survey
Child Age 0-4,Shop,HOV2,8,6680.27,2.94142016,9.570795534,0,survey
Child Age 0-4,Shop,HOV2,9,8087.742875,2.825459537,8.555293011,0,survey
Child Age 0-4,Shop,HOV2,10,9240.330375,3.512726369,10.65845477,0,survey
Child Age 0-4,Shop,HOV2,11,9844.61375,3.098838083,15.64391396,0,survey
Child Age 0-4,Shop,HOV2,12,5531.42525,2.301464888,8.807375456,0,survey
Child Age 0-4,Shop,HOV2,13,3976.78,3.307707697,9.911809014,0,survey
Child Age 0-4,Shop,HOV2,14,2480.671625,3.74615852,12.79301921,0,survey
Child Age 0-4,Shop,HOV2,15,1362.840375,4.024164894,11.32460853,0,survey
Child Age 0-4,Shop,HOV2,16,2691.42775,4.358365903,13.45347807,0,survey
Child Age 0-4,Shop,HOV2,17,1424.80025,3.419838563,11.01837996,0,survey
Child Age 0-4,Shop,HOV2,18,1940.85825,2.007914136,7.67491123,0,survey
Child Age 0-4,Shop,HOV3+,9,5268.376,2.321132493,8.272624298,0,survey
Child Age 0-4,Shop,HOV3+,10,16063.544,5.339599711,13.55076634,0,survey
Child Age 0-4,Shop,HOV3+,11,13280.72775,3.770994491,9.641449364,0,survey
Child Age 0-4,Shop,HOV3+,12,9529.729375,6.566141225,13.80993517,0,survey
Child Age 0-4,Shop,HOV3+,13,5642.323125,1.654875358,7.749780067,0,survey
Child Age 0-4,Shop,HOV3+,14,2879.34775,1.78757057,7.60899646,0,survey
Child Age 0-4,Shop,HOV3+,15,12701.43838,6.832505895,16.84958624,0,survey
Child Age 0-4,Shop,HOV3+,16,6951.898375,3.876773609,10.96338529,0,survey
Child Age 0-4,Shop,HOV3+,17,4009.923125,3.78272434,28.75846757,0,survey
Child Age 0-4,Shop,HOV3+,18,5630.930625,3.671115806,11.70733561,0,survey
Child Age 0-4,Shop,HOV3+,19,8140.702,2.375042559,7.702053271,0,survey
Child Age 0-4,Shop,HOV3+,20,754.860125,2.297972653,9.757090393,0,survey
Child Age 0-4,Shop,HOV3+,21,125.53775,2.021447727,8.996443103,0,survey
Child Age 0-4,Shop,Transit,11,110.761375,2.49,33.65210588,0,survey
Child Age 0-4,Shop,Walk,9,6413.01175,0.124247216,3.090793976,0,survey
Child Age 0-4,Shop,Walk,10,41.656,0.704444444,14.08888889,0,survey
Child Age 0-4,Shop,Walk,12,1080.820125,1.42656656,28.5313312,0,survey
Child Age 0-4,Shop,Walk,13,1102.735875,0.624757783,12.49515566,0,survey
Child Age 0-4,Shop,Walk,14,326.355875,0.067613636,1.352272727,0,survey
Child Age 0-4,Shop,Walk,15,767.2165,0.103902291,2.078045824,0,survey
Child Age 0-4,Shop,Walk,16,223.403625,1.589027083,31.78054166,0,survey
Child Age 0-4,Shop,Walk,17,1513.82875,1.051063193,21.02126385,0,survey
Child Age 0-4,Shop,Walk,18,514.01175,0.361562432,7.231248639,0,survey
Child Age 0-4,Shop,Walk,19,236.181125,0.532117135,10.6423427,0,survey
Child Age 0-4,Shop,Walk,20,35.5555,0.637947144,12.75894288,0,survey
Child Age 0-4,Social,HOV2,6,91.407625,17.85,29.54,0,survey
Child Age 0-4,Social,HOV2,7,1011.388,2.55094697,9.305854545,0,survey
Child Age 0-4,Social,HOV2,8,6336.636875,2.62239671,10.28898974,0,survey
Child Age 0-4,Social,HOV2,9,7593.658125,8.004480636,16.89187047,0,survey
Child Age 0-4,Social,HOV2,10,4633.734125,5.054148621,15.01688226,0,survey
Child Age 0-4,Social,HOV2,11,3668.370625,3.532522309,13.36052448,0,survey
Child Age 0-4,Social,HOV2,12,2701.34775,5.286651848,14.21565332,0,survey
Child Age 0-4,Social,HOV2,13,5399.50625,3.285831919,10.8816538,0,survey
Child Age 0-4,Social,HOV2,14,2244.2005,2.32263917,13.59089523,0,survey
Child Age 0-4,Social,HOV2,15,996.97625,1.484008224,6.108124673,0,survey
Child Age 0-4,Social,HOV2,16,729.689375,1.809379688,9.247443838,0,survey
Child Age 0-4,Social,HOV2,17,1088.95575,1.106669038,7.212227026,0,survey
Child Age 0-4,Social,HOV2,18,4809.902625,6.015861087,13.60541719,0,survey
Child Age 0-4,Social,HOV3+,7,3169.546125,6.270607201,13.77070485,0,survey
Child Age 0-4,Social,HOV3+,8,5849.962,10.85756639,21.91005799,0,survey
Child Age 0-4,Social,HOV3+,9,3906.665,8.019271069,19.24407803,0,survey
Child Age 0-4,Social,HOV3+,10,10035.3585,12.75482041,22.7009225,0,survey
Child Age 0-4,Social,HOV3+,11,3303.30525,6.24147169,14.919243,0,survey
Child Age 0-4,Social,HOV3+,12,3986.220125,18.61562461,33.53828141,0,survey
Child Age 0-4,Social,HOV3+,13,830.73225,1.274935672,6.165894282,0,survey
Child Age 0-4,Social,HOV3+,14,6761.172,11.9133073,21.32477104,0,survey
Child Age 0-4,Social,HOV3+,15,7777.351,16.62481922,25.80165958,0,survey
Child Age 0-4,Social,HOV3+,16,2560.7015,3.928806501,12.47778685,0,survey
Child Age 0-4,Social,HOV3+,17,3882.4605,3.189437229,10.27173529,0,survey
Child Age 0-4,Social,HOV3+,18,7185.429375,10.42233641,21.55534188,0,survey
Child Age 0-4,Social,Transit,9,61.73975,5.83,44.16338627,0,survey
Child Age 0-4,Social,Transit,13,61.73975,1.28,11.08432576,0,survey
Child Age 0-4,Social,Walk,8,1398.00725,1.749599954,34.99199908,0,survey
Child Age 0-4,Social,Walk,9,2684.1315,0.747737371,14.95474741,0,survey
Child Age 0-4,Social,Walk,10,3197.653,0.718586397,14.37172794,0,survey
Child Age 0-4,Social,Walk,11,1611.638,2.462746503,49.25493006,0,survey
Child Age 0-4,Social,Walk,12,1125.578375,0.350696041,7.01392083,0,survey
Child Age 0-4,Social,Walk,13,527.038625,0.364635318,7.292706363,0,survey
Child Age 0-4,Social,Walk,14,2458.214125,0.602405902,12.04811804,0,survey
Child Age 0-4,Social,Walk,15,1801.1585,0.571350361,11.42700721,0,survey
Child Age 0-4,Social,Walk,16,4520.020375,1.183959491,23.67918981,0,survey
Child Age 0-4,Social,Walk,17,5941.151625,0.904998518,18.09997036,0,survey
Child Age 0-4,Social,Walk,18,7490.269375,0.729572312,14.6587495,0,survey
Child Age 0-4,Social,Walk,19,2992.672875,0.654919021,13.09838041,0,survey
Child Age 0-4,Social,Walk,21,636.146375,3.347,66.94,0,survey
Child Age 0-4,Work,HOV2,9,109.2665,1.890981818,11.24740227,0,survey
Child Age 0-4,Work,HOV2,17,206.21775,5.55,14.38,0,survey
Child Age 0-4,Work,HOV2,18,322.691375,10.01,28.73,0,survey
Child Age 0-4,Work,HOV3+,15,239.381,5.27,12.71,0,survey
Child Age 0-4,Work,Walk,11,38.812625,0.628467417,12.56934833,0,survey
Child Age 5-15,Escort,HOV2,7,3087.21475,5.307640034,12.18520888,0,survey
Child Age 5-15,Escort,HOV2,8,2213.334625,2.946786007,8.2110885,0,survey
Child Age 5-15,Escort,HOV2,10,1469.02375,3.39,11.05,0,survey
Child Age 5-15,Escort,HOV2,14,1396.46625,1.938572205,8.273365328,0,survey
Child Age 5-15,Escort,HOV2,15,7026.159375,4.143995093,12.28063512,0,survey
Child Age 5-15,Escort,HOV2,16,3867.462375,2.192199606,9.172374962,0,survey
Child Age 5-15,Escort,HOV2,17,2932.6735,1.176621754,6.143391251,0,survey
Child Age 5-15,Escort,HOV2,18,1075.51725,2.057984529,9.047015418,0,survey
Child Age 5-15,Escort,HOV2,19,1618.214625,2.628210934,10.99624116,0,survey
Child Age 5-15,Escort,HOV2,20,961.0635,22.25351148,40.80154014,0,survey
Child Age 5-15,Escort,HOV3+,4,918.411125,3.64,10.97,0,survey
Child Age 5-15,Escort,HOV3+,6,1473.31075,3.208791521,10.44000205,0,survey
Child Age 5-15,Escort,HOV3+,7,10669.07838,5.788210944,15.10393509,0,survey
Child Age 5-15,Escort,HOV3+,8,6153.842125,8.769790725,19.35114401,0,survey
Child Age 5-15,Escort,HOV3+,9,783.0105,2.638279539,9.585181558,0,survey
Child Age 5-15,Escort,HOV3+,12,1070.1535,2.515062699,8.318142301,0,survey
Child Age 5-15,Escort,HOV3+,13,3849.1015,29.194023,42.49254513,0,survey
Child Age 5-15,Escort,HOV3+,15,12043.84613,3.052045588,10.49437163,0,survey
Child Age 5-15,Escort,HOV3+,16,7761.658,3.309268986,11.8614467,0,survey
Child Age 5-15,Escort,HOV3+,17,5445.963,4.340215817,15.64034711,0,survey
Child Age 5-15,Escort,HOV3+,18,1422.988375,4.606198469,13.95410741,0,survey
Child Age 5-15,Escort,HOV3+,19,222.088625,5.39,17.23,0,survey
Child Age 5-15,Escort,HOV3+,20,4871.0415,5.827967554,15.54164351,0,survey
Child Age 5-15,Escort,School Bus,14,3767.002,6.743587072,15.03907662,0,survey
Child Age 5-15,Escort,School Bus,15,752.535875,3.47,12.22,0,survey
Child Age 5-15,Escort,Transit,14,640.5215,2.71,41.25761336,0,survey
Child Age 5-15,Escort,Walk,8,1755.165125,0.407874164,8.157483281,0,survey
Child Age 5-15,Escort,Walk,14,1113.4105,0.092865067,2.181857111,0,survey
Child Age 5-15,Escort,Walk,15,1841.933875,4.229694104,84.59388209,0,survey
Child Age 5-15,Escort,Walk,16,128.913375,4.311,86.22,0,survey
Child Age 5-15,Meal,Bike,17,233.92225,0.856336636,5.708910909,0,survey
Child Age 5-15,Meal,Bike,18,704.915125,0.334848485,2.009090909,0,survey
Child Age 5-15,Meal,HOV2,6,285.454625,7.7,22.04,0,survey
Child Age 5-15,Meal,HOV2,8,1252.70175,2.682684492,11.84636827,0,survey
Child Age 5-15,Meal,HOV2,9,2739.15225,1.622844555,6.643680017,0,survey
Child Age 5-15,Meal,HOV2,11,474.348625,1.647782702,11.67053437,0,survey
Child Age 5-15,Meal,HOV2,12,922.745,1.907563636,7.464758157,0,survey
Child Age 5-15,Meal,HOV2,13,1022.846,2.322934722,9.356686241,0,survey
Child Age 5-15,Meal,HOV2,14,574.169625,1.630138889,7.243929688,0,survey
Child Age 5-15,Meal,HOV2,15,574.169625,6.18,16.46,0,survey
Child Age 5-15,Meal,HOV2,16,3963.765125,1.577598712,6.661880835,0,survey
Child Age 5-15,Meal,HOV2,17,1891.706625,3.107733087,12.10302604,0,survey
Child Age 5-15,Meal,HOV2,18,2949.85675,2.115649179,7.410533794,0,survey
Child Age 5-15,Meal,HOV2,19,954.14475,2.496250655,8.700668651,0,survey
Child Age 5-15,Meal,HOV3+,8,713.06375,2.801548106,8.951287851,0,survey
Child Age 5-15,Meal,HOV3+,11,753.712,2.236144444,7.579063342,0,survey
Child Age 5-15,Meal,HOV3+,14,2860.679,1.493788636,11.20341477,0,survey
Child Age 5-15,Meal,HOV3+,15,5235.9715,2.225438388,8.753306788,0,survey
Child Age 5-15,Meal,HOV3+,16,265.2165,6.07,21.48,0,survey
Child Age 5-15,Meal,HOV3+,17,1537.397,2.00435251,8.509183229,0,survey
Child Age 5-15,Meal,HOV3+,18,4400.0815,8.6751928,16.52941991,0,survey
Child Age 5-15,Meal,HOV3+,19,2747.5995,2.087509209,9.081615513,0,survey
Child Age 5-15,Meal,Walk,7,70.03625,1.983921611,39.67843222,0,survey
Child Age 5-15,Meal,Walk,12,80.49775,2.015694803,40.31389606,0,survey
Child Age 5-15,Meal,Walk,14,494.0715,0.999450977,19.98901955,0,survey
Child Age 5-15,Meal,Walk,15,4784.231125,0.23972515,4.794503005,0,survey
Child Age 5-15,Meal,Walk,18,70.03625,1.261478035,25.22956071,0,survey
Child Age 5-15,None/Home,Bike,12,142.577,0.910288826,6.068592172,0,survey
Child Age 5-15,None/Home,Bike,14,3155.698375,1.85791321,12.34380948,0,survey
Child Age 5-15,None/Home,Bike,15,2328.2325,1.599486789,10.66324526,0,survey
Child Age 5-15,None/Home,Bike,16,3138.047875,0.912306861,5.861238723,0,survey
Child Age 5-15,None/Home,Bike,17,899.338,0.559418487,3.675606274,0,survey
Child Age 5-15,None/Home,Bike,18,790.893375,1.989814966,12.82710549,0,survey
Child Age 5-15,None/Home,Bike,19,233.92225,1.503400106,10.02266737,0,survey
